person_id,name,legal_balls,cricinfo_id,bowling_style,source
0af3426f,SS Mundhe,6,279862,pace,web
85ec8e33,SS Iyer,6,642519,spin,web
271f83cd,SA Yadav,6,446507,spin,web
844e79d1,D Brevis,3,1070665,spin,web
30a45b23,SPD Smith,2,267192,spin,web
f088b960,SN Khan,2,642525,spin,web
6c19c6e5,YBK Jaiswal,1,1151278,spin,web
1ac746c8,Atharva Taide,1,1125958,spin,web
dcce6f09,DA Warner,1,219889,spin,web
752f7486,Ishan Kishan,1,720471,spin,web
2b6e6dec,AC Gilchrist,1,5390,spin,web-search
