franchise_season_id,squad,person_id,name,matches,stumpings,catches,catch_rank,balls_bowled,keeper_elsewhere,cricinfo_id,kept
75,2017 Kolkata Knight Riders,acc1aeda,SP Jackson,3,0,2,6,0,y,237696,
99,2017 Mumbai Indians,b5da6c24,PA Patel,16,2,6,2,0,y,32242,y
99,2017 Mumbai Indians,740742ef,RG Sharma,16,0,10,1,0,,34102,
99,2017 Mumbai Indians,fb2d1dda,N Rana,13,0,4,3,0,,604527,
99,2017 Mumbai Indians,70d205c9,AT Rayudu,5,0,3,4,0,y,33141,
99,2017 Mumbai Indians,99b75528,JC Buttler,10,0,1,6,0,y,308967,
149,2017 Rising Pune Supergiant,4a8a2e3b,MS Dhoni,16,3,10,1,0,y,28081,y
149,2017 Rising Pune Supergiant,30a45b23,SPD Smith,15,0,7,2,0,,267192,
149,2017 Rising Pune Supergiant,29e95537,AM Rahane,16,0,6,3,0,,277916,
159,2017 Royal Challengers Bangalore,99d63244,KM Jadhav,13,3,7,1,0,y,290716,y
159,2017 Royal Challengers Bangalore,0494fa6e,Vishnu Vinod,3,2,0,,0,,732293,y
159,2017 Royal Challengers Bangalore,c4487b84,AB de Villiers,9,0,6,2,0,y,44936,
159,2017 Royal Challengers Bangalore,c3a96caf,Mandeep Singh,11,0,6,3,0,,398506,
173,2017 Sunrisers Hyderabad,dcce6f09,DA Warner,14,0,10,1,0,,219889,
173,2017 Sunrisers Hyderabad,0a476045,S Dhawan,14,0,7,2,0,,28235,
173,2017 Sunrisers Hyderabad,890946a0,NV Ojha,8,0,6,3,0,y,32102,y
25,2018 Chennai Super Kings,4a8a2e3b,MS Dhoni,16,3,11,1,0,y,28081,y
25,2018 Chennai Super Kings,1dc12ab9,SK Raina,15,0,9,2,0,,33335,
25,2018 Chennai Super Kings,c16d4035,SW Billings,8,0,5,3,0,y,297628,
25,2018 Chennai Super Kings,70d205c9,AT Rayudu,16,0,2,4,0,y,33141,
25,2018 Chennai Super Kings,99d63244,KM Jadhav,1,0,0,,0,y,290716,
49,2018 Delhi Daredevils,919a3be2,RR Pant,14,2,4,4,0,y,931581,y
49,2018 Delhi Daredevils,85ec8e33,SS Iyer,14,0,5,1,0,,642519,
49,2018 Delhi Daredevils,d1c36f5c,JJ Roy,5,0,4,2,0,,298438,
49,2018 Delhi Daredevils,8b3e9c7c,PP Shaw,9,0,4,3,0,,1070168,
49,2018 Delhi Daredevils,890946a0,NV Ojha,1,0,0,,0,y,32102,
122,2018 Kings XI Punjab,b17e2f24,KL Rahul,14,1,10,1,0,y,422108,y
122,2018 Kings XI Punjab,944533a5,KK Nair,13,0,9,2,0,,398439,
122,2018 Kings XI Punjab,b8d490fd,AJ Finch,9,0,4,3,0,,5334,
76,2018 Kolkata Knight Riders,c03f1114,KD Karthik,16,4,14,1,0,y,30045,y
76,2018 Kolkata Knight Riders,1c17e270,RV Uthappa,16,0,5,2,0,y,35582,
76,2018 Kolkata Knight Riders,0a509d6b,RK Singh,6,0,4,3,0,,723105,
100,2018 Mumbai Indians,752f7486,Ishan Kishan,12,2,9,1,0,y,720471,y
100,2018 Mumbai Indians,855a210c,AP Tare,1,1,0,,0,y,333904,y
100,2018 Mumbai Indians,740742ef,RG Sharma,14,0,8,2,0,,34102,
100,2018 Mumbai Indians,271f83cd,SA Yadav,14,0,8,3,0,,446507,
139,2018 Rajasthan Royals,235c2bb6,H Klaasen,4,4,3,5,0,y,436757,y
139,2018 Rajasthan Royals,99b75528,JC Buttler,13,1,9,1,0,y,308967,y
139,2018 Rajasthan Royals,a4cc73aa,SV Samson,15,0,5,2,0,y,425943,
139,2018 Rajasthan Royals,29e95537,AM Rahane,14,0,4,3,0,,277916,
160,2018 Royal Challengers Bangalore,372455c4,Q de Kock,8,3,7,2,0,y,379143,y
160,2018 Royal Challengers Bangalore,ba607b88,V Kohli,14,0,8,1,0,,253802,
160,2018 Royal Challengers Bangalore,c4487b84,AB de Villiers,11,0,6,3,0,y,44936,
160,2018 Royal Challengers Bangalore,b5da6c24,PA Patel,6,0,3,5,0,y,32242,
160,2018 Royal Challengers Bangalore,b8a55852,BB McCullum,6,0,1,7,0,y,37737,
174,2018 Sunrisers Hyderabad,fe11caa6,WP Saha,10,1,5,5,0,y,279810,y
174,2018 Sunrisers Hyderabad,0a476045,S Dhawan,16,0,12,1,0,,28235,
174,2018 Sunrisers Hyderabad,93b4fc78,MK Pandey,14,0,9,2,0,,290630,
174,2018 Sunrisers Hyderabad,d027ba9f,KS Williamson,17,0,6,3,0,,277906,
174,2018 Sunrisers Hyderabad,541f85c9,SP Goswami,5,0,5,4,0,y,302579,
26,2019 Chennai Super Kings,4a8a2e3b,MS Dhoni,15,5,11,2,0,y,28081,y
26,2019 Chennai Super Kings,3355b542,F du Plessis,12,0,12,1,0,,44828,
26,2019 Chennai Super Kings,70d205c9,AT Rayudu,17,0,6,3,0,y,33141,
26,2019 Chennai Super Kings,99d63244,KM Jadhav,12,0,4,5,0,y,290716,
26,2019 Chennai Super Kings,c16d4035,SW Billings,1,0,1,7,0,y,297628,
50,2019 Delhi Capitals,919a3be2,RR Pant,16,6,18,1,0,y,931581,y
50,2019 Delhi Capitals,85ec8e33,SS Iyer,16,0,8,2,0,,642519,
50,2019 Delhi Capitals,0a476045,S Dhawan,16,0,5,3,0,,28235,
123,2019 Kings XI Punjab,d67d5f00,DA Miller,10,0,7,1,0,,321777,
123,2019 Kings XI Punjab,b17e2f24,KL Rahul,14,0,7,2,0,y,422108,y
123,2019 Kings XI Punjab,00ea847a,MA Agarwal,13,0,7,3,0,,398438,
123,2019 Kings XI Punjab,3241e3fd,N Pooran,6,0,1,4,0,y,604302,
123,2019 Kings XI Punjab,9418198b,P Simran Singh,1,0,1,5,0,y,1161024,
77,2019 Kolkata Knight Riders,c03f1114,KD Karthik,13,0,7,1,0,y,30045,y
77,2019 Kolkata Knight Riders,b4b99816,Shubman Gill,13,0,7,2,0,,1070173,
77,2019 Kolkata Knight Riders,1c17e270,RV Uthappa,11,0,4,3,0,y,35582,
101,2019 Mumbai Indians,372455c4,Q de Kock,16,2,17,1,0,y,379143,y
101,2019 Mumbai Indians,271f83cd,SA Yadav,16,0,9,2,0,,446507,
101,2019 Mumbai Indians,a757b0d8,KA Pollard,15,0,8,3,0,,230559,
101,2019 Mumbai Indians,752f7486,Ishan Kishan,6,0,2,6,0,y,720471,
140,2019 Rajasthan Royals,a4cc73aa,SV Samson,12,1,4,3,0,y,425943,y
140,2019 Rajasthan Royals,99b75528,JC Buttler,8,0,8,1,0,y,308967,
140,2019 Rajasthan Royals,29e95537,AM Rahane,13,0,5,2,0,,277916,
161,2019 Royal Challengers Bangalore,b5da6c24,PA Patel,14,2,6,2,0,y,32242,y
161,2019 Royal Challengers Bangalore,c4487b84,AB de Villiers,13,0,6,1,0,y,44936,
161,2019 Royal Challengers Bangalore,ba607b88,V Kohli,14,0,5,3,0,,253802,
161,2019 Royal Challengers Bangalore,6eb146d2,Gurkeerat Singh,3,0,1,6,0,y,537124,
161,2019 Royal Challengers Bangalore,235c2bb6,H Klaasen,3,0,0,,0,y,436757,
175,2019 Sunrisers Hyderabad,abb83e27,JM Bairstow,10,2,9,1,0,y,297433,y
175,2019 Sunrisers Hyderabad,fe11caa6,WP Saha,5,1,3,3,0,y,279810,y
175,2019 Sunrisers Hyderabad,93b4fc78,MK Pandey,12,0,7,2,0,,290630,
27,2020 Chennai Super Kings,4a8a2e3b,MS Dhoni,14,1,15,1,0,y,28081,y
27,2020 Chennai Super Kings,3355b542,F du Plessis,13,0,12,2,0,,44828,
27,2020 Chennai Super Kings,45a43fe2,RD Gaikwad,6,0,4,3,0,,1060380,
27,2020 Chennai Super Kings,70d205c9,AT Rayudu,12,0,3,4,0,y,33141,
27,2020 Chennai Super Kings,99d63244,KM Jadhav,5,0,1,6,0,y,290716,
51,2020 Delhi Capitals,919a3be2,RR Pant,14,0,13,1,0,y,931581,y
51,2020 Delhi Capitals,48a1d7b7,SO Hetmyer,12,0,7,2,0,,670025,
51,2020 Delhi Capitals,85ec8e33,SS Iyer,17,0,6,3,0,,642519,
124,2020 Kings XI Punjab,b17e2f24,KL Rahul,14,0,10,1,0,y,422108,y
124,2020 Kings XI Punjab,3241e3fd,N Pooran,14,0,7,2,0,y,604302,
124,2020 Kings XI Punjab,00ea847a,MA Agarwal,11,0,6,3,0,,398438,
124,2020 Kings XI Punjab,9418198b,P Simran Singh,2,0,1,7,0,y,1161024,
78,2020 Kolkata Knight Riders,c03f1114,KD Karthik,14,0,9,1,0,y,30045,y
78,2020 Kolkata Knight Riders,b4b99816,Shubman Gill,14,0,7,2,0,,1070173,
78,2020 Kolkata Knight Riders,d2a6c0e6,EJG Morgan,14,0,3,3,0,,24598,
102,2020 Mumbai Indians,372455c4,Q de Kock,16,4,18,1,0,y,379143,y
102,2020 Mumbai Indians,271f83cd,SA Yadav,16,0,8,2,0,,446507,
102,2020 Mumbai Indians,dbe50b21,HH Pandya,13,0,6,3,0,,625371,
102,2020 Mumbai Indians,752f7486,Ishan Kishan,13,0,1,5,0,y,720471,
141,2020 Rajasthan Royals,a4cc73aa,SV Samson,14,2,9,1,0,y,425943,y
141,2020 Rajasthan Royals,99b75528,JC Buttler,12,0,6,2,0,y,308967,
141,2020 Rajasthan Royals,1c17e270,RV Uthappa,12,0,3,3,0,y,35582,
162,2020 Royal Challengers Bangalore,c4487b84,AB de Villiers,15,1,10,1,0,y,44936,y
162,2020 Royal Challengers Bangalore,2c25d4f5,D Padikkal,15,0,8,2,0,,1119026,
162,2020 Royal Challengers Bangalore,6eb146d2,Gurkeerat Singh,6,0,6,3,0,y,537124,
176,2020 Sunrisers Hyderabad,abb83e27,JM Bairstow,11,1,7,1,0,y,297433,y
176,2020 Sunrisers Hyderabad,fe11caa6,WP Saha,4,1,2,4,0,y,279810,y
176,2020 Sunrisers Hyderabad,93b4fc78,MK Pandey,15,0,7,2,0,,290630,
176,2020 Sunrisers Hyderabad,bb965e9a,PK Garg,13,0,6,3,0,,1070180,
176,2020 Sunrisers Hyderabad,541f85c9,SP Goswami,3,0,1,5,0,y,302579,
28,2021 Chennai Super Kings,4a8a2e3b,MS Dhoni,13,0,13,1,0,y,28081,y
28,2021 Chennai Super Kings,3355b542,F du Plessis,16,0,12,2,0,,44828,
28,2021 Chennai Super Kings,1dc12ab9,SK Raina,11,0,7,3,0,,33335,
28,2021 Chennai Super Kings,70d205c9,AT Rayudu,14,0,2,5,0,y,33141,
28,2021 Chennai Super Kings,1c17e270,RV Uthappa,4,0,0,,0,y,35582,
52,2021 Delhi Capitals,919a3be2,RR Pant,16,3,10,1,0,y,931581,y
52,2021 Delhi Capitals,0a476045,S Dhawan,16,0,9,2,0,,28235,
52,2021 Delhi Capitals,30a45b23,SPD Smith,10,0,9,3,0,,267192,
79,2021 Kolkata Knight Riders,c03f1114,KD Karthik,17,2,5,4,0,y,30045,y
79,2021 Kolkata Knight Riders,d2a6c0e6,EJG Morgan,16,0,9,1,0,,24598,
79,2021 Kolkata Knight Riders,77255a9e,RA Tripathi,16,0,8,2,0,,446763,
79,2021 Kolkata Knight Riders,b4b99816,Shubman Gill,17,0,6,3,0,,1070173,
79,2021 Kolkata Knight Riders,4663bd23,TL Seifert,1,0,0,,0,y,625964,
103,2021 Mumbai Indians,372455c4,Q de Kock,11,2,4,3,0,y,379143,y
103,2021 Mumbai Indians,271f83cd,SA Yadav,14,0,5,1,0,,446507,
103,2021 Mumbai Indians,dbe50b21,HH Pandya,11,0,4,2,0,,625371,
103,2021 Mumbai Indians,752f7486,Ishan Kishan,10,0,3,4,0,y,720471,
125,2021 Punjab Kings,b17e2f24,KL Rahul,13,0,11,1,0,y,422108,y
125,2021 Punjab Kings,00ea847a,MA Agarwal,12,0,5,2,0,,398438,
125,2021 Punjab Kings,7dcb9bc9,M Shahrukh Khan,10,0,4,3,0,,719719,
125,2021 Punjab Kings,3241e3fd,N Pooran,12,0,3,5,0,y,604302,
125,2021 Punjab Kings,9418198b,P Simran Singh,2,0,0,,0,y,1161024,
142,2021 Rajasthan Royals,a4cc73aa,SV Samson,14,4,7,1,0,y,425943,y
142,2021 Rajasthan Royals,d67d5f00,DA Miller,8,0,4,2,0,,321777,
142,2021 Rajasthan Royals,c8f5f961,Anuj Rawat,3,0,3,3,0,,1123073,
142,2021 Rajasthan Royals,99b75528,JC Buttler,7,0,3,4,0,y,308967,
163,2021 Royal Challengers Bangalore,44a89551,KS Bharat,7,1,4,4,0,,529436,y
163,2021 Royal Challengers Bangalore,c4487b84,AB de Villiers,15,0,15,1,0,y,44936,
163,2021 Royal Challengers Bangalore,ba607b88,V Kohli,15,0,8,2,0,,253802,
163,2021 Royal Challengers Bangalore,2c25d4f5,D Padikkal,14,0,7,3,0,,1119026,
177,2021 Sunrisers Hyderabad,abb83e27,JM Bairstow,7,1,2,6,0,y,297433,y
177,2021 Sunrisers Hyderabad,d027ba9f,KS Williamson,10,0,7,1,0,,277906,
177,2021 Sunrisers Hyderabad,fe11caa6,WP Saha,9,0,6,2,0,y,279810,
177,2021 Sunrisers Hyderabad,93b4fc78,MK Pandey,8,0,5,3,0,,290630,
177,2021 Sunrisers Hyderabad,99d63244,KM Jadhav,6,0,2,7,0,y,290716,
29,2022 Chennai Super Kings,4a8a2e3b,MS Dhoni,14,0,9,1,0,y,28081,y
29,2022 Chennai Super Kings,1c17e270,RV Uthappa,11,0,5,2,0,y,35582,
29,2022 Chennai Super Kings,70d205c9,AT Rayudu,12,0,4,3,0,y,33141,
53,2022 Delhi Capitals,919a3be2,RR Pant,14,4,8,1,0,y,931581,y
53,2022 Delhi Capitals,dcce6f09,DA Warner,12,0,6,2,0,,219889,
53,2022 Delhi Capitals,8b3e9c7c,PP Shaw,10,0,4,3,0,,1070168,
53,2022 Delhi Capitals,4663bd23,TL Seifert,2,0,1,7,0,y,625964,
53,2022 Delhi Capitals,44a89551,KS Bharat,2,0,0,,0,y,529436,
60,2022 Gujarat Titans,fe11caa6,WP Saha,11,2,11,1,0,y,279810,y
60,2022 Gujarat Titans,afa7e784,MS Wade,10,1,7,2,0,,230193,y
60,2022 Gujarat Titans,b4b99816,Shubman Gill,16,0,7,3,0,,1070173,
80,2022 Kolkata Knight Riders,acc1aeda,SP Jackson,5,2,5,3,0,,237696,y
80,2022 Kolkata Knight Riders,c16d4035,SW Billings,8,1,6,2,0,,297628,y
80,2022 Kolkata Knight Riders,0a509d6b,RK Singh,8,0,8,1,0,,723105,
85,2022 Lucknow Super Giants,372455c4,Q de Kock,15,1,12,1,0,y,379143,y
85,2022 Lucknow Super Giants,b17e2f24,KL Rahul,15,0,9,2,0,y,422108,
85,2022 Lucknow Super Giants,0ebfb1ad,E Lewis,6,0,3,3,0,,431901,
104,2022 Mumbai Indians,752f7486,Ishan Kishan,14,0,13,1,0,y,720471,y
104,2022 Mumbai Indians,740742ef,RG Sharma,14,0,7,2,0,,34102,
104,2022 Mumbai Indians,f1f99156,TH David,8,0,6,3,0,,892749,
104,2022 Mumbai Indians,85b3fab2,T Stubbs,2,0,0,,0,y,595978,
126,2022 Punjab Kings,800d2d97,JM Sharma,11,2,9,3,0,y,721867,y
126,2022 Punjab Kings,00ea847a,MA Agarwal,13,0,10,1,0,,398438,
126,2022 Punjab Kings,0a476045,S Dhawan,14,0,10,2,0,,28235,
126,2022 Punjab Kings,abb83e27,JM Bairstow,11,0,2,6,0,y,297433,
126,2022 Punjab Kings,9418198b,P Simran Singh,1,0,0,,0,y,1161024,
143,2022 Rajasthan Royals,a4cc73aa,SV Samson,17,2,14,1,0,y,425943,y
143,2022 Rajasthan Royals,99b75528,JC Buttler,17,0,9,2,0,y,308967,
143,2022 Rajasthan Royals,2c25d4f5,D Padikkal,17,0,5,3,0,,1119026,
164,2022 Royal Challengers Bangalore,c03f1114,KD Karthik,16,2,10,1,0,y,30045,y
164,2022 Royal Challengers Bangalore,ba607b88,V Kohli,16,0,9,2,0,,253802,
164,2022 Royal Challengers Bangalore,c8f5f961,Anuj Rawat,9,0,5,3,0,,1123073,
178,2022 Sunrisers Hyderabad,3241e3fd,N Pooran,14,1,8,2,0,y,604302,y
178,2022 Sunrisers Hyderabad,d027ba9f,KS Williamson,13,0,10,1,0,,277906,
178,2022 Sunrisers Hyderabad,77255a9e,RA Tripathi,14,0,6,3,0,,446763,
30,2023 Chennai Super Kings,4a8a2e3b,MS Dhoni,15,3,7,3,0,y,28081,y
30,2023 Chennai Super Kings,45a43fe2,RD Gaikwad,16,0,17,1,0,,1060380,
30,2023 Chennai Super Kings,29e95537,AM Rahane,13,0,8,2,0,,277916,
30,2023 Chennai Super Kings,70d205c9,AT Rayudu,14,0,2,6,0,y,33141,
54,2023 Delhi Capitals,378daa89,Aman Hakim Khan,10,0,9,1,0,,1254269,
54,2023 Delhi Capitals,dcce6f09,DA Warner,14,0,7,2,0,,219889,
54,2023 Delhi Capitals,3d284ca3,PD Salt,9,0,5,3,0,,669365,y
61,2023 Gujarat Titans,fe11caa6,WP Saha,17,2,9,2,0,y,279810,y
61,2023 Gujarat Titans,d67d5f00,DA Miller,15,0,11,1,0,,321777,
61,2023 Gujarat Titans,b4b99816,Shubman Gill,17,0,6,3,0,,1070173,
81,2023 Kolkata Knight Riders,0bacade8,Rahmanullah Gurbaz,11,0,10,1,0,,974087,y
81,2023 Kolkata Knight Riders,0a509d6b,RK Singh,14,0,8,2,0,,723105,
81,2023 Kolkata Knight Riders,a24be938,VR Iyer,14,0,3,3,0,,851403,
86,2023 Lucknow Super Giants,3241e3fd,N Pooran,15,3,6,1,0,y,604302,y
86,2023 Lucknow Super Giants,372455c4,Q de Kock,4,1,2,4,0,y,379143,y
86,2023 Lucknow Super Giants,b17e2f24,KL Rahul,9,0,4,2,0,y,422108,
86,2023 Lucknow Super Giants,663b5e34,PN Mankad,8,0,2,3,0,,956871,
105,2023 Mumbai Indians,752f7486,Ishan Kishan,16,3,10,1,0,y,720471,y
105,2023 Mumbai Indians,f1f99156,TH David,15,0,10,2,0,,892749,
105,2023 Mumbai Indians,271f83cd,SA Yadav,16,0,6,3,0,,446507,
105,2023 Mumbai Indians,85b3fab2,T Stubbs,2,0,0,,12,y,595978,
105,2023 Mumbai Indians,0494fa6e,Vishnu Vinod,4,0,0,,0,y,732293,
127,2023 Punjab Kings,800d2d97,JM Sharma,14,2,3,4,0,y,721867,y
127,2023 Punjab Kings,7dcb9bc9,M Shahrukh Khan,13,0,7,1,0,,719719,
127,2023 Punjab Kings,1ac746c8,Atharva Taide,7,0,5,2,0,,1125958,
127,2023 Punjab Kings,0a476045,S Dhawan,11,0,4,3,0,,28235,
127,2023 Punjab Kings,9418198b,P Simran Singh,14,0,1,6,0,y,1161024,
144,2023 Rajasthan Royals,a4cc73aa,SV Samson,14,3,3,5,0,y,425943,y
144,2023 Rajasthan Royals,48a1d7b7,SO Hetmyer,14,0,11,1,0,,670025,
144,2023 Rajasthan Royals,99b75528,JC Buttler,14,0,9,2,0,y,308967,
144,2023 Rajasthan Royals,6c19c6e5,YBK Jaiswal,14,0,8,3,0,,1151278,
144,2023 Rajasthan Royals,bcf325d2,Dhruv Jurel,11,0,1,6,0,y,1175488,
165,2023 Royal Challengers Bangalore,c03f1114,KD Karthik,13,2,8,2,0,y,30045,y
165,2023 Royal Challengers Bangalore,ba607b88,V Kohli,14,0,13,1,0,,253802,
165,2023 Royal Challengers Bangalore,c8f5f961,Anuj Rawat,7,0,3,3,0,,1123073,
165,2023 Royal Challengers Bangalore,99d63244,KM Jadhav,1,0,1,6,0,y,290716,
179,2023 Sunrisers Hyderabad,235c2bb6,H Klaasen,11,1,3,3,0,y,436757,y
179,2023 Sunrisers Hyderabad,00ea847a,MA Agarwal,10,0,6,1,0,,398438,
179,2023 Sunrisers Hyderabad,8e514b4c,Abdul Samad,8,0,4,2,0,,1175485,
31,2024 Chennai Super Kings,4a8a2e3b,MS Dhoni,13,0,10,1,0,y,28081,y
31,2024 Chennai Super Kings,45a43fe2,RD Gaikwad,14,0,5,2,0,,1060380,
31,2024 Chennai Super Kings,29e95537,AM Rahane,12,0,1,3,0,,277916,
55,2024 Delhi Capitals,919a3be2,RR Pant,13,5,11,1,0,y,931581,y
55,2024 Delhi Capitals,1fc6ef83,SD Hope,9,0,6,2,0,,581379,
55,2024 Delhi Capitals,dcce6f09,DA Warner,8,0,5,3,0,,219889,
55,2024 Delhi Capitals,85b3fab2,T Stubbs,14,0,7,,13,y,595978,
62,2024 Gujarat Titans,fe11caa6,WP Saha,9,2,5,3,0,y,279810,y
62,2024 Gujarat Titans,39a2dfa8,R Tewatia,11,0,6,1,0,,423838,
62,2024 Gujarat Titans,d67d5f00,DA Miller,9,0,5,2,0,,321777,
62,2024 Gujarat Titans,afa7e784,MS Wade,1,0,1,8,0,y,230193,
82,2024 Kolkata Knight Riders,3d284ca3,PD Salt,12,0,12,1,0,,669365,y
82,2024 Kolkata Knight Riders,85ec8e33,SS Iyer,14,0,10,2,0,,642519,
82,2024 Kolkata Knight Riders,0a509d6b,RK Singh,13,0,7,3,0,,723105,
82,2024 Kolkata Knight Riders,d7017798,A Raghuvanshi,9,0,4,5,0,y,1292495,
87,2024 Lucknow Super Giants,b17e2f24,KL Rahul,14,2,15,1,0,y,422108,y
87,2024 Lucknow Super Giants,3241e3fd,N Pooran,14,0,7,2,0,y,604302,
87,2024 Lucknow Super Giants,2c25d4f5,D Padikkal,8,0,3,3,0,,1119026,
87,2024 Lucknow Super Giants,372455c4,Q de Kock,11,0,3,4,0,y,379143,
106,2024 Mumbai Indians,752f7486,Ishan Kishan,14,0,9,1,0,y,720471,y
106,2024 Mumbai Indians,f1f99156,TH David,12,0,6,2,0,,892749,
106,2024 Mumbai Indians,271f83cd,SA Yadav,11,0,4,3,0,,446507,
128,2024 Punjab Kings,800d2d97,JM Sharma,14,0,13,1,0,y,721867,y
128,2024 Punjab Kings,abb83e27,JM Bairstow,11,0,8,2,0,y,297433,
128,2024 Punjab Kings,cad00a4d,RR Rossouw,8,0,4,3,0,,318845,
128,2024 Punjab Kings,9418198b,P Simran Singh,14,0,1,7,0,y,1161024,
145,2024 Rajasthan Royals,a4cc73aa,SV Samson,15,1,6,3,0,y,425943,y
145,2024 Rajasthan Royals,bcf325d2,Dhruv Jurel,11,0,11,1,0,y,1175488,
145,2024 Rajasthan Royals,650d5e49,R Powell,10,0,7,2,0,,820351,
145,2024 Rajasthan Royals,99b75528,JC Buttler,11,0,3,6,0,y,308967,
166,2024 Royal Challengers Bengaluru,c03f1114,KD Karthik,14,1,4,4,0,y,30045,y
166,2024 Royal Challengers Bengaluru,3355b542,F du Plessis,15,0,8,1,0,,44828,
166,2024 Royal Challengers Bengaluru,ba607b88,V Kohli,15,0,8,2,0,,253802,
166,2024 Royal Challengers Bengaluru,c8f5f961,Anuj Rawat,5,0,5,3,0,,1123073,
180,2024 Sunrisers Hyderabad,235c2bb6,H Klaasen,15,2,8,2,0,y,436757,y
180,2024 Sunrisers Hyderabad,8e514b4c,Abdul Samad,13,0,9,1,0,,1175485,
180,2024 Sunrisers Hyderabad,b0f2baf4,Sanvir Singh,4,0,3,3,0,,1132219,
32,2025 Chennai Super Kings,4a8a2e3b,MS Dhoni,14,5,6,2,0,y,28081,y
32,2025 Chennai Super Kings,844e79d1,D Brevis,6,0,6,1,0,,1070665,
32,2025 Chennai Super Kings,b2b4f545,A Mhatre,7,0,4,3,0,,1452455,
56,2025 Delhi Capitals,85b3fab2,T Stubbs,14,1,10,,12,,595978,y
56,2025 Delhi Capitals,3355b542,F du Plessis,9,0,4,1,0,,44828,
56,2025 Delhi Capitals,ad3b6e95,Abishek Porel,13,0,3,2,0,,1277545,
56,2025 Delhi Capitals,9b6e1b3f,J Fraser-McGurk,6,0,3,3,0,,1168049,
56,2025 Delhi Capitals,b17e2f24,KL Rahul,13,0,3,4,0,y,422108,
63,2025 Gujarat Titans,99b75528,JC Buttler,14,2,8,1,0,y,308967,y
63,2025 Gujarat Titans,b4b99816,Shubman Gill,15,0,8,2,0,,1070173,
63,2025 Gujarat Titans,d5130a30,B Sai Sudharsan,15,0,7,3,0,,1151288,
83,2025 Kolkata Knight Riders,0a509d6b,RK Singh,11,0,9,1,0,,723105,
83,2025 Kolkata Knight Riders,29e95537,AM Rahane,12,0,5,2,0,,277916,
83,2025 Kolkata Knight Riders,be24ead0,Ramandeep Singh,7,0,5,3,0,,1079470,
83,2025 Kolkata Knight Riders,372455c4,Q de Kock,8,0,3,5,0,y,379143,y
83,2025 Kolkata Knight Riders,d7017798,A Raghuvanshi,12,0,2,6,0,y,1292495,
88,2025 Lucknow Super Giants,919a3be2,RR Pant,14,1,5,3,0,y,931581,y
88,2025 Lucknow Super Giants,3241e3fd,N Pooran,14,0,8,1,0,y,604302,
88,2025 Lucknow Super Giants,d67d5f00,DA Miller,11,0,5,2,0,,321777,
107,2025 Mumbai Indians,e66732f8,RD Rickelton,14,5,11,1,0,,605661,y
107,2025 Mumbai Indians,b0482a1d,Tilak Varma,16,0,9,2,0,,1170265,
107,2025 Mumbai Indians,271f83cd,SA Yadav,16,0,6,3,0,,446507,
107,2025 Mumbai Indians,abb83e27,JM Bairstow,2,0,1,4,0,y,297433,
129,2025 Punjab Kings,989889ff,JP Inglis,11,1,9,1,0,,662235,y
129,2025 Punjab Kings,9418198b,P Simran Singh,18,1,2,5,0,y,1161024,y
129,2025 Punjab Kings,b5797845,Priyansh Arya,18,0,8,2,0,,1175456,
129,2025 Punjab Kings,85ec8e33,SS Iyer,17,0,7,3,0,,642519,
146,2025 Rajasthan Royals,a4cc73aa,SV Samson,9,1,4,4,0,y,425943,y
146,2025 Rajasthan Royals,48a1d7b7,SO Hetmyer,14,0,13,1,0,,670025,
146,2025 Rajasthan Royals,6c19c6e5,YBK Jaiswal,14,0,10,2,0,,1151278,
146,2025 Rajasthan Royals,bcf325d2,Dhruv Jurel,13,0,7,3,0,y,1175488,
167,2025 Royal Challengers Bengaluru,800d2d97,JM Sharma,15,1,19,1,0,y,721867,y
167,2025 Royal Challengers Bengaluru,3d284ca3,PD Salt,13,0,9,2,0,,669365,
167,2025 Royal Challengers Bengaluru,f1f99156,TH David,10,0,7,3,0,,892749,
181,2025 Sunrisers Hyderabad,0890552f,A Manohar,8,0,7,1,0,,778963,
181,2025 Sunrisers Hyderabad,235c2bb6,H Klaasen,13,0,7,2,0,y,436757,y
181,2025 Sunrisers Hyderabad,a3b0600d,Aniket Verma,13,0,6,3,0,,1409976,
181,2025 Sunrisers Hyderabad,752f7486,Ishan Kishan,14,0,8,,1,y,720471,y
33,2026 Chennai Super Kings,a4cc73aa,SV Samson,14,2,4,5,0,y,425943,y
33,2026 Chennai Super Kings,844e79d1,D Brevis,11,0,12,1,0,,1070665,
33,2026 Chennai Super Kings,cf59b3f0,Urvil Patel,7,0,6,2,0,,1131570,
33,2026 Chennai Super Kings,45a43fe2,RD Gaikwad,14,0,5,3,0,,1060380,
57,2026 Delhi Capitals,b17e2f24,KL Rahul,14,1,2,5,0,y,422108,y
57,2026 Delhi Capitals,d67d5f00,DA Miller,11,0,7,1,0,,321777,
57,2026 Delhi Capitals,85b3fab2,T Stubbs,13,0,7,2,0,y,595978,
57,2026 Delhi Capitals,f89d3b11,Sameer Rizvi,11,0,3,3,0,,1175489,
64,2026 Gujarat Titans,99b75528,JC Buttler,17,1,25,1,0,y,308967,y
64,2026 Gujarat Titans,b4b99816,Shubman Gill,16,0,12,2,0,,1070173,
64,2026 Gujarat Titans,9a46c4e5,GD Phillips,6,0,8,3,0,,823509,
84,2026 Kolkata Knight Riders,d7017798,A Raghuvanshi,13,1,5,4,0,,1292495,y
84,2026 Kolkata Knight Riders,4663bd23,TL Seifert,3,1,2,6,0,,625964,y
